id,label,icd_code,mesh_code
DOID:0060581,Noonan syndrome 3,Q87.1,C537847
DOID:0060582,Noonan syndrome 4,Q87.1,C548082
DOID:0060583,Noonan syndrome 5,Q87.1,C548083
DOID:0060584,Noonan syndrome 6,Q87.1,C548084
DOID:0060585,Noonan syndrome 7,Q87.1,
DOID:0060586,Noonan syndrome 8,Q87.1,
DOID:0060587,Noonan syndrome 9,Q87.1,
DOID:0060588,Noonan syndrome 10,Q87.1,
DOID:0060589,Yunis-Varon syndrome,,C536719
DOID:0060590,XFE progeroid syndrome,,C567043
DOID:0060591,WHIM syndrome 1,,C536697
DOID:0060597,"atypical chronic myeloid leukemia, BCR-ABL1 negative",C92.2,D054438
DOID:0060599,Nance-Horan syndrome,,C538336
DOID:0060601,alpha-2-plasmin inhibitor deficiency,D68.8,
DOID:0060602,alpha-methylacyl-CoA racemase deficiency,,C565768
DOID:0060604,ankyloglossia,Q38.1,D000072676
DOID:0060608,microcephalic osteodysplastic primordial dwarfism type I,Q87.1,C537577
DOID:0060609,microcephalic osteodysplastic primordial dwarfism type II,Q87.1,C565898
DOID:0060610,megacystis-microcolon-intestinal hypoperistalsis syndrome,,C536138
DOID:0060611,abdominal obesity-metabolic syndrome,,C535554
DOID:0060614,ulnar-mammary syndrome,,C536937
DOID:0060640,ethylmalonic encephalopathy,,C535737
DOID:0060641,endocrine-cerebro-osteodysplasia syndrome,Q87.8,
DOID:0060642,recessive dystrophic epidermolysis bullosa,Q81.2,
DOID:0060643,primary sclerosing cholangitis,K83.01,D015209
DOID:0060644,chondrodysplasia-pseudohermaphroditism syndrome,,C536123
DOID:0060645,chronic recurrent multifocal osteomyelitis,M86.3,C535456
DOID:0060648,anterior segment dysgenesis,Q13.8,
DOID:0060650,dicarboxylic aminoaciduria,,C536171
DOID:0060651,MYH-9 related disease,D69.4,
DOID:0060652,familial erythrocytosis 1,D75.0,
DOID:0060655,autosomal recessive congenital ichthyosis,Q80.2,D017490
DOID:0060656,autosomal recessive congenital ichthyosis 1,Q80.2,
DOID:0060668,anencephaly,Q00.0,D000757
DOID:0060670,cerebral cavernous malformation 2,Q28.3,
DOID:0060671,cerebral cavernous malformation 3,Q28.3,
DOID:0060672,Grn-related frontotemporal lobar degeneration with Tdp43 inclusions,G31.0,
DOID:0060673,Peters anomaly,Q13.4,C537884
DOID:0060674,catecholaminergic polymorphic ventricular tachycardia,I47.2,
DOID:0060675,catecholaminergic polymorphic ventricular tachycardia 1,I42.8,
DOID:0060675,catecholaminergic polymorphic ventricular tachycardia 1,I47.2,
DOID:0060676,catecholaminergic polymorphic ventricular tachycardia 2,I47.2,
DOID:0060677,catecholaminergic polymorphic ventricular tachycardia 3,I47.2,
DOID:0060678,catecholaminergic polymorphic ventricular tachycardia 4,I47.2,
DOID:0060679,catecholaminergic polymorphic ventricular tachycardia 5,I47.2,
DOID:0060680,pigment dispersion syndrome,,C563184
DOID:0060681,autosomal dominant nocturnal frontal lobe epilepsy,,C579932
DOID:0060688,arteriovenous malformations of the brain,Q28.2,D002538
DOID:0060689,atrichia with papular lesions,L65.8,C565924
DOID:0060690,autosomal dominant auditory neuropathy 1,H90.3,
DOID:0060691,platelet-type bleeding disorder 16,D69.4,
DOID:0060692,platelet-type bleeding disorder 8,D69.8,
DOID:0060693,Brunner Syndrome,E70.8,C563156
DOID:0060694,Cayman type cerebellar ataxia,G11.0,C563363
DOID:0060695,hyperekplexia,G25.8,D000071017
DOID:0060696,hyperekplexia 1,G25.8,D000071017
DOID:0060697,hyperekplexia 2,G25.8,
DOID:0060698,hyperekplexia 3,G25.8,
DOID:0060699,familial hypocalciuric hypercalcemia,E83.5,
DOID:0060700,familial hypocalciuric hypercalcemia 1,E83.5,
DOID:0060701,familial hypocalciuric hypercalcemia 2,E83.5,
DOID:0060702,familial hypocalciuric hypercalcemia 3,E83.5,
DOID:0060703,Muenke Syndrome,,C537369
DOID:0060705,X-linked lymphoproliferative syndrome 1,D82.3,
DOID:0060706,X-linked lymphoproliferative syndrome 2,D82.3,
DOID:0060707,lymphoproliferative syndrome 1,D47.9,
DOID:0060708,lymphoproliferative syndrome 2,D47.9,
DOID:0060710,autosomal recessive congenital ichthyosis 2,Q80.2,
DOID:0060711,autosomal recessive congenital ichthyosis 3,Q80.2,
DOID:0060712,autosomal recessive congenital ichthyosis 4A,Q80.2,
DOID:0060713,autosomal recessive congenital ichthyosis 4B,Q80.4,
DOID:0060714,autosomal recessive congenital ichthyosis 5,Q80.2,
DOID:0060715,autosomal recessive congenital ichthyosis 6,Q80.2,
DOID:0060716,autosomal recessive congenital ichthyosis 7,Q80.2,
DOID:0060717,autosomal recessive congenital ichthyosis 8,Q80.2,
DOID:0060718,autosomal recessive congenital ichthyosis 9,Q80.2,
DOID:0060719,autosomal recessive congenital ichthyosis 10,Q80.2,
DOID:0060720,autosomal recessive congenital ichthyosis 11,Q80.8,
DOID:0060728,NGLY1-deficiency,E77.8,C000626124
DOID:0060730,torsion dystonia 1,G24.1,
DOID:0060731,congenital central hypoventilation syndrome,G47.3,C536209
DOID:0060732,chromosome 9p deletion syndrome,Q93.5,C538024
DOID:0060733,junctional epidermolysis bullosa with pyloric atresia,Q81.8,
DOID:0060735,epidermolysis bullosa simplex Dowling-Meara type,Q81.0,
DOID:0060736,epidermolysis bullosa simplex Ogna type,Q81.0,
DOID:0060737,junctional epidermolysis bullosa Herlitz type,Q81.1,
DOID:0060738,junctional epidermolysis bullosa non-Herlitz type,Q81.8,
DOID:0060739,hand-foot-genital syndrome,Q51.2,
DOID:0060740,methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency,E71.1,C565390
DOID:0060741,methylmalonic acidemia due to transcobalamin receptor defect,E71.1,
DOID:0060742,methylmalonic acidemia cblA type,E71.1,
DOID:0060743,methylmalonic acidemia cblB type,E71.1,
DOID:0060744,Pendred Syndrome,E07.1,C536648
DOID:0060745,Doyne honeycomb retinal dystrophy,H35.5,C535602
DOID:0060746,basal laminar drusen,H35.5,C563034
DOID:0060747,Duane-radial ray syndrome,Q87.8,
DOID:0060756,sclerosteosis 1,M85.2,
DOID:0060757,sclerosteosis 2,M85.2,
DOID:0060760,immunodeficiency with hyper-IgM type 4,,C564277
DOID:0060762,restrictive dermopathy,,C536920
DOID:0060763,X-linked juvenile retinoschisis 1,Q14.1,
DOID:0060768,Smith-Magenis syndrome,Q93.5,D058496
DOID:0060769,"T-cell immunodeficiency, congenital alopecia, and nail dystrophy",D82.8,C536781
DOID:0060770,dextro-looped transposition of the great arteries,Q20.3,
DOID:0060772,multiple types of congenital heart defects 6,Q20.3,
DOID:0060775,microvillus inclusion disease,P78.3,C537470
DOID:0060776,congenital diarrhea 5 with tufting enteropathy,P78.3,
DOID:0060777,congenital secretory sodium diarrhea 8,P78.3,
DOID:0060778,congenital diarrhea 7 with exudative enteropathy,P78.3,
DOID:0060779,congenital malabsorptive diarrhea 4,P78.3,
DOID:0060780,congenital diarrhea 6,P78.3,
DOID:0060781,congenital secretory sodium diarrhea 3,P78.3,
DOID:0060782,EEC syndrome,,C536189
DOID:0060783,"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3",,C536189
DOID:0060784,"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 1",,C536189
DOID:0060787,hypomyelinating leukodystrophy 2,E75.2,
DOID:0060789,hypomyelinating leukodystrophy 4,E75.2,
DOID:0060790,hypomyelinating leukodystrophy 3,E75.2,
DOID:0060791,hypomyelinating leukodystrophy 9,E75.2,
DOID:0060792,hypomyelinating leukodystrophy 11,G11.1,
DOID:0060793,hypomyelinating leukodystrophy 5,G37.8,
DOID:0060794,hypomyelinating leukodystrophy 7,G11.1,
DOID:0060797,hypomyelinating leukodystrophy 8,G11.1,
DOID:0060798,hypomyelinating leukodystrophy 6,E75.2,
DOID:0060799,syndromic X-linked intellectual disability Lubs type,,C537723
DOID:0060800,syndromic X-linked intellectual disability 5,,C535773
DOID:0060801,MEHMO syndrome,,C537451
DOID:0060802,syndromic X-linked intellectual disability Snyder type,Q87.8,
DOID:0060804,syndromic X-linked intellectual disability 12,Q87.8,
DOID:0060807,syndromic X-linked intellectual disability Najm type,Q04.3,
DOID:0060808,syndromic X-linked intellectual disability 7,,C537449
DOID:0060809,syndromic X-linked intellectual disability Claes-Jensen type,Q87.8,
DOID:0060810,syndromic X-linked intellectual disability type 10,G25.5,
DOID:0060811,syndromic X-linked intellectual disability Turner type,Q87.8,
DOID:0060812,syndromic X-linked intellectual disability Siderius type,,C537333
DOID:0060813,syndromic X-linked intellectual disability Shrimpton type,Q87.8,
DOID:0060816,corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,Q87.8,
DOID:0060818,syndromic X-linked intellectual disability Abidi type,,C535556
DOID:0060820,syndromic X-linked intellectual disability Nascimento type,Q87.8,
DOID:0060821,syndromic X-linked intellectual disability 14,,C537724
DOID:0060822,syndromic X-linked intellectual disability Cabezas type,Q87.8,
DOID:0060823,syndromic X-linked intellectual disability 94,F72,
DOID:0060824,syndromic X-linked intellectual disability Raymond type,Q87.8,
DOID:0060825,Christianson syndrome,,C537450
DOID:0060826,syndromic X-linked intellectual disability Shashi type,Q87.8,
DOID:0060827,X-linked intellectual disability-psychosis-macroorchidism syndrome,F71.1,
DOID:0060830,"deafness-intellectual disability, Martin-Probst type syndrome",Q87.8,
DOID:0060831,Griscelli syndrome,E70.3,
DOID:0060832,Griscelli syndrome type 1,,C537301
DOID:0060833,Griscelli syndrome type 2,,C537302
DOID:0060834,Griscelli syndrome type 3,,C537303
DOID:0060835,isolated microphthalmia 6,Q11.0,
DOID:0060836,isolated microphthalmia 4,Q11.0,
DOID:0060837,isolated microphthalmia 5,Q15.8,
DOID:0060838,isolated microphthalmia 7,Q11.0,
DOID:0060839,isolated microphthalmia 2,Q11.0,
DOID:0060840,isolated microphthalmia 1,Q11.0,
DOID:0060841,isolated microphthalmia 8,Q11.0,
DOID:0060842,isolated microphthalmia 3,Q11.0,
DOID:0060843,hereditary neuropathy with liability to pressure palsies,,C536965
DOID:0060844,Norrie disease,,C537849
DOID:0060847,Leri-Weill dyschondrosteosis,,C537119
DOID:0060849,osteoporosis-pseudoglioma syndrome,,C536063
DOID:0060850,annular pancreas,Q45.1,C536376
DOID:0060851,pemphigus vulgaris,L10.0,D010392
DOID:0060852,Pierson syndrome,,C537185
DOID:0060853,Potocki-Lupski syndrome,,C538355
DOID:0060854,autosomal recessive pseudohypoaldosteronism type 1,,D011546
DOID:0060855,autosomal dominant pseudohypoaldosteronism type 1,,D011546
DOID:0060856,right atrial isomerism,Q20.6,
DOID:0060857,septooptic dysplasia,,D025962
DOID:0060858,hypotonia-cystinuria syndrome,E72.0,C564710
DOID:0060859,salmonellosis,A02.0,
DOID:0060861,microphthalmia with limb anomalies,Q87.2,
DOID:0060862,mal de Meleda,Q82.8,C565454
DOID:0060863,patterned macular dystrophy,H35.5,
DOID:0060867,macrocephaly-autism syndrome,,C565342
DOID:0060868,leukoencephalopathy with vanishing white matter,E75.2,
DOID:0060869,late-onset retinal degeneration,,C565309
DOID:0060870,isolated growth hormone deficiency,E23.0,D004393
DOID:0060871,autosomal dominant keratitis-ichthyosis-deafness syndrome,Q80.8,
DOID:0060872,isolated growth hormone deficiency type II,E23.0,C562704
DOID:0060873,isolated growth hormone deficiency type IA,E23.0,
DOID:0060874,isolated growth hormone deficiency type IB,E23.0,
DOID:0060875,isolated growth hormone deficiency type III,E23.0,
DOID:0060877,bullous congenital ichthyosiform erythroderma,,D053560
DOID:0060878,hypoparathyroidism-deafness-renal disease syndrome,,C537907
DOID:0060879,primary hypomagnesemia,E83.4,
DOID:0060880,renal hypomagnesemia 3,E83.4,
DOID:0060881,renal hypomagnesemia 5 with ocular involvement,,C536148
DOID:0060882,renal hypomagnesemia 4,E83.4,
DOID:0060883,intestinal hypomagnesemia 1,E83.4,
DOID:0060884,renal hypomagnesemia 6,E83.4,
DOID:0060885,renal hypomagnesemia 2,E83.4,
DOID:0060886,osteopathia striata with cranial sclerosis,,C536053
DOID:0060888,transient myeloproliferative syndrome,D47.7,
DOID:0060889,prune belly syndrome,Q79.4,D011535
DOID:0060890,ectopic Cushing syndrome,E24.3,
DOID:0060891,Parkinson's disease 19A,G20,
DOID:0060895,Parkinson's disease 4,G20,
DOID:0060896,Parkinson's disease 23,G20,
DOID:0060900,Parkinson's disease 14,,C567844
DOID:0060901,lymphoplasmacytic lymphoma,C88.0,D008258
DOID:0060902,Norman-Roberts syndrome,,C537848
DOID:0060903,thrombosis,,D013927
DOID:0060911,karyomegalic interstitial nephritis,N11.8,
DOID:0060930,developmental dysplasia of the hip,,D000082602
DOID:0060936,"dystonia 28, childhood-onset",G24.8,
DOID:0060963,"dystonia, DOPA-responsive",G24.1,
DOID:0070007,Seckel syndrome 1,,C537533
DOID:0070013,Seckel syndrome 2,,C537534
DOID:0070095,oculocutaneous albinism type IB,,C537729
DOID:0070096,oculocutaneous albinism type II,,C537730
DOID:0070111,Niemann-Pick disease type A,E75.2,
DOID:0070112,Niemann-Pick disease type B,E75.2,
DOID:0070113,Niemann-Pick disease type C1,E75.2,
DOID:0070114,Niemann-Pick disease type C2,E75.2,
DOID:0070115,Meckel syndrome 1,Q61.9,
DOID:0070116,Meckel syndrome 2,Q61.9,
DOID:0070117,Meckel syndrome 3,Q61.9,
DOID:0070118,Meckel syndrome 4,Q61.9,
DOID:0070119,Meckel syndrome 5,Q61.9,
DOID:0070120,Meckel syndrome 6,Q61.9,
DOID:0070121,Meckel syndrome 7,,C537756
DOID:0070122,Meckel syndrome 8,Q61.9,
DOID:0070123,congenital nongoitrous hypothyroidism 4,E03.1,
DOID:0070124,congenital nongoitrous hypothyroidism 2,E03.1,
DOID:0070125,congenital nongoitrous hypothyroidism 5,E03.1,
DOID:0070126,congenital nongoitrous hypothyroidism 1,E03.1,
DOID:0070127,congenital nongoitrous hypothyroidism 3,E03.1,
DOID:0070128,congenital nongoitrous hypothyroidism 6,E03.1,
DOID:0070129,autosomal recessive cutis laxa type IID,Q82.8,
DOID:0070130,autosomal dominant cutis laxa 1,Q82.8,
DOID:0070131,autosomal dominant cutis laxa 3,Q82.8,
DOID:0070132,autosomal recessive cutis laxa type IIIA,Q82.8,
DOID:0070133,autosomal recessive cutis laxa type IB,Q82.8,
DOID:0070134,autosomal recessive cutis laxa type IIA,Q82.8,
DOID:0070135,autosomal recessive cutis laxa type IA,Q82.8,
DOID:0070136,autosomal dominant cutis laxa 2,Q82.8,
DOID:0070137,autosomal recessive cutis laxa type IIB,Q82.8,
DOID:0070138,autosomal recessive cutis laxa type IIIB,Q82.8,
DOID:0070139,autosomal recessive cutis laxa type IC,,C567716
DOID:0070140,autosomal recessive cutis laxa type IIC,Q82.8,
DOID:0070141,autosomal recessive cutis laxa type II classic type,Q82.8,
DOID:0070142,autosomal dominant cutis laxa,Q82.8,
DOID:0070143,autosomal recessive cutis laxa type III,,C535990
DOID:0070144,autosomal recessive cutis laxa type I,,C562628
DOID:0070145,hereditary sensory and autonomic neuropathy type 5,,D000699
DOID:0070145,hereditary sensory and autonomic neuropathy type 5,,D009477
DOID:0070146,hereditary sensory neuropathy type 4,,D009477
DOID:0070148,hereditary sensory neuropathy type 1B,,C564296
DOID:0070149,hereditary sensory and autonomic neuropathy type 7,G60.8,
DOID:0070151,hereditary sensory and autonomic neuropathy type 6,G60.8,
DOID:0070158,hereditary sensory neuropathy type 1E,G60.8,
DOID:0070161,hereditary sensory and autonomic neuropathy type 2,,D002607
DOID:0070161,hereditary sensory and autonomic neuropathy type 2,,D009477
DOID:0070162,hereditary sensory and autonomic neuropathy type 1,,D009477
DOID:0070167,spermatogenic failure 6,,D000072660
DOID:0070173,spermatogenic failure 7,,C567832
DOID:0070183,spermatogenic failure 5,,C562903
DOID:0070187,Y-linked spermatogenic failure 2,,C564030
DOID:0070198,Miyoshi muscular dystrophy,,C537480
DOID:0070200,Miyoshi muscular dystrophy 2,,C567646
DOID:0070201,Miyoshi muscular dystrophy 3,,C567645
DOID:0070202,familial partial lipodystrophy type 2,,D052496
DOID:0070204,familial partial lipodystrophy type 3,,D052496
DOID:0070207,familial partial lipodystrophy type 1,,D052496
DOID:0070212,hereditary lymphedema I,Q82.0,D008209
DOID:0070213,hereditary lymphedema II,I89.0,C562467
DOID:0070214,familial hyperinsulinemic hypoglycemia 7,,C538376
DOID:0070222,progressive familial intrahepatic cholestasis 2,,C535934
DOID:0070223,progressive familial intrahepatic cholestasis 3,,C535935
DOID:0070226,progressive familial intrahepatic cholestasis 1,,C535933
DOID:0070227,intrahepatic cholestasis of pregnancy,,C535932
DOID:0070232,benign recurrent intrahepatic cholestasis 2,,C535934
DOID:0070247,autosomal dominant Emery-Dreifuss muscular dystrophy 2,G71.0,
DOID:0070253,congenital disorder of glycosylation type IIa,,C535752
DOID:0070254,congenital disorder of glycosylation type IIb,,C565264
DOID:0070255,congenital disorder of glycosylation type IIc,,C535755
DOID:0070256,congenital disorder of glycosylation type IId,,C535753
DOID:0070257,congenital disorder of glycosylation type IIe,,C535754
DOID:0070258,congenital disorder of glycosylation type IIf,,C567040
DOID:0070259,congenital disorder of glycosylation type IIg,,C535756
DOID:0070260,congenital disorder of glycosylation type IIh,,C566987
DOID:0070299,multiple epiphyseal dysplasia 5,,C535505
DOID:0070300,multiple epiphyseal dysplasia 4,,C535504
DOID:0070303,multiple epiphyseal dysplasia 1,,C535501
DOID:0070306,post-cardiac arrest syndrome,,D000080942
DOID:0070307,craniolenticulosutural dysplasia,,C564332
DOID:0070308,rippling muscle disease 1,,C535686
DOID:0070309,absence epilepsy,,D004832
DOID:0070315,hypoplastic right heart syndrome,Q22.6,
DOID:0070317,wet beriberi,E51.12,
DOID:0070318,dry beriberi,E51.11,
DOID:0070320,miliaria profunda,L74.2,
DOID:0070321,miliaria crystallina,L74.1,
DOID:0070330,multiple mitochondrial dysfunctions syndrome,,C565304
DOID:0070331,mitochondrial DNA depletion syndrome 8b,,C536350
DOID:0070337,epithelial recurrent erosion dystrophy,,C565155
DOID:0070338,cerebellar hypoplasia,,C562568
DOID:0070355,overactive bladder syndrome,N32.81,D053201
DOID:0070356,visual impairment and progressive phthisis bulbi,,D005128
DOID:0070419,acrocardiofacial syndrome,,C563936
DOID:0070431,hyperphosphatasia with impaired intellectual development syndrome,,C565495
DOID:0070439,North Carolina macular dystrophy,,C537835
DOID:0070452,xanthinuria type I,,C562584
DOID:0070453,xanthinuria type II,,C566358
DOID:0070484,Legius syndrome,,C548032
DOID:0070489,classic dopamine transporter deficiency syndrome,,C567730
DOID:0070509,Schinzel Giedion syndrome,,C536632
DOID:0070511,"polyhydramnios, megalencephaly, and symptomatic epilepsy",,C567020
DOID:0070517,retinal macular dystrophy 2,,C562746
DOID:0070518,familial multiple lipomatosis,,D000071070
DOID:0070521,peeling skin syndrome 2,,C536316
DOID:0070523,peeling skin syndrome 4,,C564309
DOID:0070541,3-hydroxy-3-methylglutaryl-CoA lyase deficiency,,C538324
DOID:0070546,primary pigmented nodular adrenocortical disease 1,,C566469
DOID:0070547,primary pigmented nodular adrenocortical disease 2,,C566472
DOID:0070553,focal palmoplantar and gingival keratosis,,C536157
DOID:0070557,"cerebellar ataxia, impaired intellectual development, and dysequilibrium syndrome 2",,C567656
DOID:0070558,"cerebellar ataxia, impaired intellectual development, and dysequilibrium syndrome 3",,C567690
DOID:0070560,glucose transporter type 1 deficiency syndrome,,C536830
DOID:0070562,Fanconi-Bickel syndrome,,D005198
